,Area,equivalent_diameter,orientation,MajorAxisLength,MinorAxisLength,Perimeter,MinIntensity,MeanIntensity,MaxIntensity
113,30.5,6.231677632421503,59.69217540171444,11.098442135526579,3.5703198197908073,24.14213562373095,158.0,202.5983606557377,221.0
114,71.0,9.507891862878783,17.502462556364556,10.775834316675088,8.569390856277316,31.4350288425444,160.0,200.07394366197184,217.0
115,150.75,13.85427231466257,48.05231842109879,19.55806847103333,11.750168239888943,74.198484809835,158.0,200.72968490878938,221.0
116,184.0,15.306079714651624,64.23609055616414,26.536120320042013,11.87028769600645,72.95889244992065,158.0,200.96059782608697,224.0
117,9.75,3.523362819972964,-21.155122402735778,4.319444311265196,2.94479021358679,10.82842712474619,160.0,195.74358974358975,218.0
118,79.0,10.02925341359355,28.015174310537176,13.62382060120401,7.962869768703763,39.09188309203678,161.0,201.64240506329114,227.0
119,28.5,6.023896332520351,36.411567337399745,7.153354835332147,5.341409309514891,21.071067811865476,159.0,196.59649122807016,219.0
120,221.75,16.80300178673508,49.51935145478982,20.45683817154034,14.97249407499166,68.11269837220809,158.0,204.22209695603158,222.0
121,4.5,2.393653682408596,0.0,3.415650255319866,1.632993161855452,7.0,164.0,199.88888888888889,214.0
122,12.75,4.029119531035698,-88.25203985104902,4.708176320047535,3.4899663946253563,12.535533905932738,161.0,198.50980392156862,222.0
123,70.25,9.45754080179648,87.64234893669077,11.968860846885626,7.700921354683674,34.14213562373095,159.0,200.58718861209965,216.0
124,26.5,5.808687281605183,-26.473682874226313,7.501020544787816,4.55779493082518,18.899494936611667,160.0,197.24528301886792,215.0
125,174.75,14.916387312029334,-33.9307094557138,16.57593129047752,14.793623433610282,75.50914498161481,158.0,199.58512160228898,224.0
126,102.25,11.410028196686037,-71.24851930383014,14.153297805283614,9.427560312827598,39.89949493661166,158.0,203.68704156479217,224.0
127,383.0,22.082815618339236,43.910887914004924,32.41250365538785,17.309693839689576,113.68986283848344,158.0,202.5874673629243,231.0
128,9.0,3.385137501286538,31.9057023237781,5.686171291701108,2.58870752668549,12.82842712474619,165.0,199.19444444444446,218.0
129,134.5,13.086279790944385,-83.06178446850815,16.88504839397001,10.711519853525553,47.79898987322333,159.0,199.7546468401487,224.0
130,45.25,7.590394548326596,58.23661825383807,8.489936848766442,7.066872778801598,25.192388155425117,158.0,199.707182320442,216.0
131,79.5,10.060941497019325,5.7498800124891725,12.768545757599107,8.506004906085746,36.14213562373095,158.0,200.8679245283019,218.0
132,266.75,18.429233531487537,63.0965095907855,26.805392869643235,14.025757043093948,89.18376618407356,158.0,201.70759137769448,222.0
133,97.75,11.156126814350138,69.76256853436405,13.028642266488745,9.816929335925048,38.55634918610404,159.0,201.36572890025576,220.0
134,14.75,4.3336224206596095,45.73653373257523,5.533502573368745,3.389364197193009,13.363961030678928,162.0,199.11864406779662,222.0
135,21.0,5.170882945826411,-34.839209655520555,7.620039698527777,3.7230765299327366,17.899494936611667,163.0,197.54761904761904,218.0
136,8.75,3.3377905890622728,26.177612703565117,3.8506331747808304,2.9731402470767345,9.82842712474619,158.0,206.4,229.0
137,152.75,13.945871807036522,51.34270398876718,17.858255313799088,12.063500279833764,70.45584412271572,158.0,203.39443535188215,224.0
138,47.75,7.797255174810172,52.53428672797288,9.60552533954095,6.586428603304366,26.485281374238568,158.0,199.5235602094241,214.0
139,143.25,13.505242122350568,-64.26842172405497,21.096098997136664,10.131870413205881,64.8700576850888,158.0,201.23211169284468,224.0
140,136.0,13.159049284959082,79.41332573987785,15.724680027533392,11.342540181451932,49.748737341529164,158.0,199.0183823529412,219.0
141,313.25,19.971036212182124,87.45203020553244,22.680943772296438,19.519657390498427,92.89087296526012,158.0,201.853950518755,222.0
142,36.25,6.793742230659745,-57.32585702075855,8.205847159703742,6.187149130691995,23.606601717798213,161.0,202.06206896551726,222.0
143,137.75,13.243441670776848,-38.36068499327259,14.584209062200298,12.508876385094554,44.334523779156065,158.0,203.5716878402904,219.0
144,224.25,16.89745448009434,48.016434475142525,20.030019760239014,15.55840333812278,73.57716446627535,158.0,201.51282051282053,225.0
145,46.0,7.653039857325812,3.9406033940811325,9.646915978052549,6.356074064925744,27.31370849898476,159.0,201.47826086956522,225.0
146,159.5,14.250673927406327,4.991106629848935,15.721225841310632,13.210007331068361,52.97056274847714,159.0,202.2319749216301,222.0
147,17.0,4.652426491681278,6.93543472630774,6.6488790908953765,3.4546020533145336,15.949747468305832,158.0,198.86764705882354,222.0
148,37.5,6.909882989426709,-69.3897217804101,9.098245368301761,5.462622294217919,23.485281374238568,159.0,201.75333333333333,220.0
149,25.5,5.698035485213008,74.21873809598203,9.043849305137948,3.8532311485570614,20.94974746830583,159.0,199.2058823529412,222.0
150,50.5,8.018640596081465,4.292530500565618,10.197029483098914,6.534676235648883,26.77817459305202,160.0,199.83168316831683,219.0
151,52.75,8.19532708223289,77.42024867068943,8.609868921386518,7.874080995186273,26.020815280171306,159.0,202.33175355450237,225.0
152,274.0,18.677998695187732,45.18101231088803,21.414698880480287,16.788870825831363,71.66904755831214,159.0,198.67518248175182,225.0
153,255.5,18.03642713177513,31.419364380131864,20.58029342603915,19.476482200031807,76.59797974644667,158.0,199.4628180039139,228.0
154,236.75,17.362012044001403,79.16631885508646,19.776603149709718,16.650409821293835,79.23401871576773,158.0,203.53959873284055,223.0
155,16.75,4.61809077155419,20.129347187257668,6.459661660263862,3.372423319383236,15.071067811865476,162.0,202.28358208955223,231.0
156,29.0,6.076507779746499,-33.04525971498258,7.5415005839667595,4.9395298991452465,19.606601717798213,161.0,200.27586206896552,221.0
157,273.75,18.669475765839028,26.25456881409455,23.00525536446022,17.94393715455132,100.59797974644667,158.0,205.71506849315068,233.0
158,201.75,16.02735405955453,12.105912096635553,19.338009397763237,13.823082529951865,56.87005768508881,161.0,205.20941759603468,226.0
159,37.5,6.909882989426709,-50.95016448742758,8.287408991838948,6.066498805533758,23.4350288425444,158.0,201.77333333333334,227.0
160,75.5,9.804569629897316,-2.264464278819743,14.12787441225905,7.808782670034485,42.55634918610404,160.0,205.0662251655629,230.0
161,23.75,5.499039842323396,1.1107089990360708,11.756105515540828,2.625481304930542,23.82842712474619,163.0,203.3684210526316,217.0
162,100.5,11.311965976163641,80.82898065782106,14.957608465850985,10.193149889340793,51.2634559672906,158.0,200.56716417910448,222.0
163,180.75,15.170301503624794,-49.012693626481266,15.90357618843356,14.647337947845774,53.577164466275356,159.0,204.38035961272476,220.0
164,235.25,17.30692355385402,43.08018411550939,21.11023970971276,15.903065701416416,84.73401871576773,158.0,203.94261424017003,221.0
165,63.25,8.97398468933946,25.906494478784413,10.861578585256085,7.6007497298285065,30.606601717798213,159.0,205.68774703557312,223.0
166,99.25,11.24139781410501,-7.753271366028736,14.70749959732878,8.745873208894018,38.8492424049175,160.0,199.92695214105794,221.0
167,246.0,17.697935698969246,55.40037568273657,20.640741921530086,15.818172379996973,62.4558441227157,158.0,201.3119918699187,218.0
168,176.75,15.001502909106808,-16.238664902770758,16.846616009505222,13.958591961869303,56.04163056034262,158.0,202.17963224893919,217.0
169,255.25,18.02760088846129,37.51105049647939,25.652227926650784,14.367310665525464,77.8700576850888,158.0,206.6562193927522,230.0
170,7.0,2.985410660720923,-83.29255587235191,4.572076078688799,2.003618645755832,9.707106781186548,161.0,193.10714285714286,212.0
171,70.5,9.474354220939228,-20.391222734555775,11.046632421470795,8.556741513470635,33.67766952966369,160.0,200.17021276595744,220.0
172,194.75,15.746853696442757,-19.800075002711267,19.461596355446535,13.932952910081786,79.76955262170048,158.0,204.4813863928113,228.0
173,68.0,9.304852983362556,12.289675378276756,12.352591354650972,7.2039870418436,36.020815280171306,159.0,198.71691176470588,220.0
174,84.75,10.387831891992912,-7.590185349730164,11.571898080953678,9.49496621600091,33.8492424049175,158.0,206.89675516224187,226.0
175,58.75,8.6488625410045,19.758860659175774,11.730548811336645,7.018259897001582,33.67766952966369,160.0,202.93617021276594,222.0
176,122.0,12.463355264843006,-71.347401060294,15.821100097209435,10.023745698089373,43.50609665440988,160.0,202.25819672131146,221.0
177,65.75,9.149617481968136,-8.556326728356469,15.43783678521633,5.4907434563973245,35.19238815542512,158.0,204.7338403041825,221.0
178,103.0,11.451797811161432,-21.959444931792383,11.989323293159769,11.235592888601442,38.14213562373095,160.0,206.39805825242718,223.0
179,61.5,8.848967849484623,-14.542536808784591,12.097710929746635,6.611821341809357,30.899494936611667,158.0,202.03252032520325,229.0
180,196.0,15.797308339337176,1.60448643639504,19.704247623210115,13.159964836164999,56.16295090390226,158.0,207.19005102040816,228.0
181,159.0,14.228319915326999,-6.8227586769822235,15.274348590565312,13.639313827182,51.4558441227157,158.0,201.16037735849056,218.0
182,262.0,18.26441241104166,-57.82350084977184,20.54066454387338,16.467434964984765,62.698484809834994,159.0,199.37690839694656,225.0
183,291.0,19.248706645328987,8.33039393945517,25.16533629296301,15.431853746474365,69.81980515339464,158.0,205.96735395189003,226.0
184,144.5,13.564037533648712,-31.10554883671263,16.811843064052127,11.297318197563516,51.748737341529164,158.0,208.90484429065745,228.0
185,102.5,11.423968370726268,-88.85824389202722,14.312701075169361,10.67825753606886,50.50609665440987,158.0,202.77560975609757,225.0
186,15.5,4.442433223290478,-40.61612045325272,6.764001724472595,3.2137836799104758,15.778174593052022,160.0,199.74193548387098,219.0
187,314.0,19.994929783493642,67.09702843840084,24.74279426432749,19.017045727342833,97.87615433949867,159.0,203.84156050955414,229.0
188,427.0,23.31680264534386,6.1678547685140375,27.77421653995444,26.14618087355336,145.94722215136414,158.0,208.81498829039813,233.0
189,77.0,9.901487006738307,-57.609686810728604,13.322561067097936,7.632351457820823,34.8492424049175,158.0,205.71428571428572,231.0
190,66.0,9.166995688475081,16.21237352631399,10.853957894489021,7.991420316029623,30.556349186104043,159.0,205.37878787878788,227.0
191,113.5,12.02134303343187,47.6265957006518,17.02568847481178,9.394970198841612,47.09188309203678,158.0,200.91409691629957,224.0
192,150.75,13.85427231466257,-87.97846677300743,18.212176449524065,10.981889247183368,49.62741699796952,160.0,208.0597014925373,226.0
193,60.0,8.740387444736633,-61.825303346799686,9.792596456307125,8.065705809132686,33.970562748477136,158.0,202.43333333333334,225.0
194,65.5,9.13220620552083,-32.89338132911408,12.917958090303623,6.81691546088411,33.09188309203678,161.0,203.46564885496184,223.0
195,5.75,2.7057581899030048,0.0,2.7026556987687047,2.680180001290859,7.414213562373095,158.0,195.6086956521739,230.0
196,40.75,7.203090409536582,-64.93227647890927,10.919534972022241,5.3418507588057516,29.14213562373095,158.0,204.77300613496934,225.0
197,19.0,4.918490759365935,-2.102947540266474,7.180585497136322,3.688080029037735,17.65685424949238,162.0,211.14473684210526,234.0
198,138.5,13.279445656570912,8.88192029865924,17.540518736704616,10.880080716111879,48.384776310850235,158.0,209.5523465703971,232.0
199,344.25,20.935919212565754,-49.30726123416066,25.11111243052013,19.681011742575016,94.59797974644667,158.0,206.49310094408133,228.0
200,129.5,12.84073677960901,38.838729110340445,15.29531361803198,11.038139302607236,43.16295090390226,160.0,207.12355212355212,227.0
201,306.75,19.762748552453708,14.384419530996947,20.14226459106045,19.771547814987528,79.30508652763321,159.0,202.91931540342298,222.0
202,6.25,2.8209479177387813,20.898997181068772,3.301488167840419,2.390517909911932,8.121320343559642,181.0,205.16,219.0
203,9.0,3.385137501286538,33.520984241487795,3.740520128050067,3.106026088193916,10.121320343559642,169.0,203.13888888888889,228.0
204,62.5,8.920620580763856,-22.584770503761323,10.423307570280052,7.837671292886847,29.899494936611667,159.0,205.88,224.0
205,203.5,16.096715421277896,-47.284906787524335,17.012749001608704,15.672910698937216,60.04163056034261,158.0,206.97542997543,226.0
206,50.5,8.018640596081465,0.81402359973199,9.992823732096959,6.581117267127854,26.77817459305202,159.0,207.91584158415841,224.0
207,122.25,12.476118560829471,16.13129782893637,16.719857368484906,9.706437568148774,45.384776310850235,160.0,208.7034764826176,225.0
208,32.25,6.407961869245868,47.50106108848937,11.1743519546524,3.8238868055284136,24.849242404917497,158.0,200.42635658914728,225.0
209,204.5,16.13621662281282,30.324078022759434,20.011273227583548,13.906340757625005,68.06244584051393,158.0,203.91320293398533,227.0
210,79.0,10.02925341359355,43.64246365774504,12.201931951879306,8.469272890164635,34.14213562373095,158.0,202.5379746835443,218.0
211,127.25,12.728697186576065,-55.32234429571528,16.814643767983753,10.089122970466528,47.4558441227157,159.0,204.03536345776033,227.0
212,6.0,2.763953195770684,71.5650767661759,3.162277660168379,2.457980200625438,8.121320343559642,158.0,200.54166666666666,220.0
213,75.25,9.788323438736636,-21.563415305051976,13.489297518348021,7.999973835692642,40.2634559672906,158.0,205.1328903654485,230.0
214,22.5,5.352372348458314,-7.55542356980703,6.65303644365657,4.36238918629584,17.071067811865476,159.0,200.24444444444444,221.0
215,81.75,10.202319970580199,32.13359606544262,12.138919341327997,8.703196432572414,34.4350288425444,158.0,203.44036697247705,220.0
216,249.75,17.83231830967603,-59.105181441700005,22.374581873575124,15.457050400466521,66.74873734152916,159.0,204.33933933933935,224.0
217,56.0,8.444016491289505,55.71926241565759,12.65424184775237,6.069927124719785,31.263455967290597,162.0,208.24107142857142,225.0
218,113.25,12.008096370418468,47.10666563980691,15.03090196926728,9.840262871127821,42.62741699796952,158.0,203.35099337748343,224.0
219,299.75,19.535955403674656,19.438806954981906,20.909000266286746,18.927498504316745,66.94112549695429,158.0,206.37531276063388,224.0
220,232.75,17.214717657780774,46.482941046809096,19.896648623144184,15.330314211544765,58.45584412271571,159.0,205.67132116004296,226.0
221,4.5,2.393653682408596,90.00003218077504,2.6666666666666665,2.1081851067789197,6.414213562373095,170.0,197.88888888888889,228.0
